,uniprot,annotation,iWAT_HF_cre+_2/iWAT_HF_cre-_1_ratio,FP,TP,TPR,FPR,TPR-FPR
0,Q9D3V1,FP,4.7701924616678015,0.0,0.0,0.0,0.0,0.0
1,Q99LJ6,TP,4.768691219369492,1.0,0.0,0.0,0.001199040767386091,-0.001199040767386091
2,Q9Z2G9,FP,4.67959952658978,1.0,1.0,0.004424778761061947,0.001199040767386091,0.003225737993675856
3,Q3TCN2,,4.3504660010129115,2.0,1.0,0.004424778761061947,0.002398081534772182,0.0020266972262897648
4,Q8BH01,,4.274836847933931,2.0,1.0,0.004424778761061947,0.002398081534772182,0.0020266972262897648
5,P55302,,4.273657082872154,2.0,1.0,0.004424778761061947,0.002398081534772182,0.0020266972262897648
6,J3KMH5,,4.209503213608064,2.0,1.0,0.004424778761061947,0.002398081534772182,0.0020266972262897648
7,Q8CFG0,,4.156804314274001,2.0,1.0,0.004424778761061947,0.002398081534772182,0.0020266972262897648
8,Q925U4,,4.149840263763716,2.0,1.0,0.004424778761061947,0.002398081534772182,0.0020266972262897648
9,Q9CQE7,,4.0275544972003825,2.0,1.0,0.004424778761061947,0.002398081534772182,0.0020266972262897648
10,Q6ZQI3,,3.972042383532073,2.0,1.0,0.004424778761061947,0.002398081534772182,0.0020266972262897648
11,Q9D0F3,,3.947442324082958,2.0,1.0,0.004424778761061947,0.002398081534772182,0.0020266972262897648
12,Q91ZW2,,3.945453303766259,2.0,1.0,0.004424778761061947,0.002398081534772182,0.0020266972262897648
13,Q02819,TP,3.9312997204651663,2.0,1.0,0.004424778761061947,0.002398081534772182,0.0020266972262897648
14,Q9EPK6,,3.9310581355730947,2.0,2.0,0.008849557522123894,0.002398081534772182,0.006451475987351712
15,Q640L3,,3.8980099621733664,2.0,2.0,0.008849557522123894,0.002398081534772182,0.006451475987351712
16,Q8BRH0,,3.875180577364244,2.0,2.0,0.008849557522123894,0.002398081534772182,0.006451475987351712
17,Q9DAU1,FP,3.8545474186574893,2.0,2.0,0.008849557522123894,0.002398081534772182,0.006451475987351712
18,Q9ERE7,,3.8377765930124492,3.0,2.0,0.008849557522123894,0.0035971223021582736,0.00525243521996562
19,Q3V1T4,TP,3.835172382152629,3.0,2.0,0.008849557522123894,0.0035971223021582736,0.00525243521996562
20,O54998,,3.775776136020764,3.0,3.0,0.01327433628318584,0.0035971223021582736,0.009677213981027567
21,E9Q723,,3.7274475055035805,3.0,3.0,0.01327433628318584,0.0035971223021582736,0.009677213981027567
22,P29416,,3.694299656147022,3.0,3.0,0.01327433628318584,0.0035971223021582736,0.009677213981027567
23,Q60716,,3.687917736748548,3.0,3.0,0.01327433628318584,0.0035971223021582736,0.009677213981027567
24,Q8K2C7,,3.6725240599879863,3.0,3.0,0.01327433628318584,0.0035971223021582736,0.009677213981027567
25,Q3UPY5,TP,3.6180770699564984,3.0,3.0,0.01327433628318584,0.0035971223021582736,0.009677213981027567
26,Q8BYB9,,3.6153461714066455,3.0,4.0,0.017699115044247787,0.0035971223021582736,0.014101992742089514
27,O88207,TP,3.603651237329651,3.0,4.0,0.017699115044247787,0.0035971223021582736,0.014101992742089514
28,Q4ZJN1,TP,3.542641935400383,3.0,5.0,0.022123893805309734,0.0035971223021582736,0.018526771503151462
29,P09055,,3.5412571935533923,3.0,6.0,0.02654867256637168,0.0035971223021582736,0.02295155026421341
30,Q9Z0F8,TP,3.5326601104916113,3.0,6.0,0.02654867256637168,0.0035971223021582736,0.02295155026421341
31,Q8BLY1,TP,3.5185770701780643,3.0,7.0,0.030973451327433628,0.0035971223021582736,0.027376329025275356
32,O35887,TP,3.507171863468612,3.0,8.0,0.035398230088495575,0.0035971223021582736,0.0318011077863373
33,Q9CXE7,,3.499830963706036,3.0,9.0,0.03982300884955752,0.0035971223021582736,0.03622588654739925
34,P07214,TP,3.497885805024127,3.0,9.0,0.03982300884955752,0.0035971223021582736,0.03622588654739925
35,Q9DCC8,,3.478071382792933,3.0,10.0,0.04424778761061947,0.0035971223021582736,0.0406506653084612
36,Q9DBZ1,,3.4754179288159053,3.0,10.0,0.04424778761061947,0.0035971223021582736,0.0406506653084612
37,Q8VHI3,,3.472971286346526,3.0,10.0,0.04424778761061947,0.0035971223021582736,0.0406506653084612
38,Q61334,,3.46174168005926,3.0,10.0,0.04424778761061947,0.0035971223021582736,0.0406506653084612
39,Q03311,TP,3.45932404084,3.0,10.0,0.04424778761061947,0.0035971223021582736,0.0406506653084612
40,Q8R180,TP,3.457003919516514,3.0,11.0,0.048672566371681415,0.0035971223021582736,0.04507544406952314
41,Q8BFR4,,3.4537454353136368,3.0,12.0,0.05309734513274336,0.0035971223021582736,0.04950022283058509
42,Q64449,,3.452961695593624,3.0,12.0,0.05309734513274336,0.0035971223021582736,0.04950022283058509
43,Q91YW3,,3.45035112842065,3.0,12.0,0.05309734513274336,0.0035971223021582736,0.04950022283058509
44,Q5I012,,3.4175523601732816,3.0,12.0,0.05309734513274336,0.0035971223021582736,0.04950022283058509
45,Q9DBH5,,3.413248966840163,3.0,12.0,0.05309734513274336,0.0035971223021582736,0.04950022283058509
46,P12023,TP,3.402447609243513,3.0,12.0,0.05309734513274336,0.0035971223021582736,0.04950022283058509
47,F8VQ06,,3.3651216346244253,3.0,13.0,0.05752212389380531,0.0035971223021582736,0.05392500159164704
48,Q6P5E4,,3.363453108168394,3.0,13.0,0.05752212389380531,0.0035971223021582736,0.05392500159164704
49,Q8BQ47,TP,3.3475665485915767,3.0,13.0,0.05752212389380531,0.0035971223021582736,0.05392500159164704
50,Q9Z2G6,,3.346199659397715,3.0,14.0,0.061946902654867256,0.0035971223021582736,0.058349780352708984
51,P19324,,3.345570656975555,3.0,14.0,0.061946902654867256,0.0035971223021582736,0.058349780352708984
52,Q9CQU0,,3.338185145326493,3.0,14.0,0.061946902654867256,0.0035971223021582736,0.058349780352708984
53,Q61335,,3.3369296388587806,3.0,14.0,0.061946902654867256,0.0035971223021582736,0.058349780352708984
54,Q9R0Q3,,3.324220698477673,3.0,14.0,0.061946902654867256,0.0035971223021582736,0.058349780352708984
55,O09164,TP,3.3237545892891833,3.0,14.0,0.061946902654867256,0.0035971223021582736,0.058349780352708984
56,P16675,,3.322898042448466,3.0,15.0,0.06637168141592921,0.0035971223021582736,0.06277455911377093
57,Q9WUZ9,TP,3.319182061250028,3.0,15.0,0.06637168141592921,0.0035971223021582736,0.06277455911377093
58,Q9JK53,TP,3.309380945955902,3.0,16.0,0.07079646017699115,0.0035971223021582736,0.06719933787483287
59,Q6ZQM8,,3.2867132480419015,3.0,17.0,0.0752212389380531,0.0035971223021582736,0.07162411663589482
60,Q9ES89,,3.283658690645141,3.0,17.0,0.0752212389380531,0.0035971223021582736,0.07162411663589482
61,P82349,FP,3.2732566696049568,3.0,17.0,0.0752212389380531,0.0035971223021582736,0.07162411663589482
62,P70302,FP,3.2706883627508083,4.0,17.0,0.0752212389380531,0.004796163069544364,0.07042507586850874
63,P81117,TP,3.248993565227549,5.0,17.0,0.0752212389380531,0.005995203836930456,0.06922603510112264
64,Q9EPL0,TP,3.2246298479819466,5.0,18.0,0.07964601769911504,0.005995203836930456,0.07365081386218458
65,Q9CPV7,,3.214566003588499,5.0,19.0,0.084070796460177,0.005995203836930456,0.07807559262324654
66,Q07113,,3.2116411562810416,5.0,19.0,0.084070796460177,0.005995203836930456,0.07807559262324654
67,D3Z2R5,,3.2095835848007606,5.0,19.0,0.084070796460177,0.005995203836930456,0.07807559262324654
68,Q3TDQ1,,3.20907982444957,5.0,19.0,0.084070796460177,0.005995203836930456,0.07807559262324654
69,Q2HXL6,,3.201159967354747,5.0,19.0,0.084070796460177,0.005995203836930456,0.07807559262324654
70,E9PVB5,FP,3.199519697898209,5.0,19.0,0.084070796460177,0.005995203836930456,0.07807559262324654
71,Q9QZF2,TP,3.1972906996298334,6.0,19.0,0.084070796460177,0.007194244604316547,0.07687655185586045
72,O08807,,3.1851488062907443,6.0,20.0,0.08849557522123894,0.007194244604316547,0.0813013306169224
73,P43406,,3.1759100899297033,6.0,20.0,0.08849557522123894,0.007194244604316547,0.0813013306169224
74,P82347,FP,3.168319981161418,6.0,20.0,0.08849557522123894,0.007194244604316547,0.0813013306169224
75,Q9JHP7,,3.1621676202206497,7.0,20.0,0.08849557522123894,0.008393285371702638,0.0801022898495363
76,P24668,,3.1548680525743555,7.0,20.0,0.08849557522123894,0.008393285371702638,0.0801022898495363
77,P28798,TP,3.1412351519644623,7.0,20.0,0.08849557522123894,0.008393285371702638,0.0801022898495363
78,Q61207,TP,3.139107048196225,7.0,21.0,0.09292035398230089,0.008393285371702638,0.08452706861059825
79,Q922Q9,TP,3.1388951181879414,7.0,22.0,0.09734513274336283,0.008393285371702638,0.08895184737166019
80,O88572,,3.1386883596415207,7.0,23.0,0.10176991150442478,0.008393285371702638,0.09337662613272214
81,Q91XD7,,3.13520497763297,7.0,23.0,0.10176991150442478,0.008393285371702638,0.09337662613272214
82,D3YZZ5,,3.135046859487087,7.0,23.0,0.10176991150442478,0.008393285371702638,0.09337662613272214
83,Q9Z0J0,TP,3.132074415725844,7.0,23.0,0.10176991150442478,0.008393285371702638,0.09337662613272214
84,Q3V0T4,,3.130489148452368,7.0,24.0,0.10619469026548672,0.008393285371702638,0.09780140489378408
85,Q8VEH8,,3.1277580083175676,7.0,24.0,0.10619469026548672,0.008393285371702638,0.09780140489378408
86,E9Q6D8,,3.1273871885630227,7.0,24.0,0.10619469026548672,0.008393285371702638,0.09780140489378408
87,Q9EPS3,,3.115499906828958,7.0,24.0,0.10619469026548672,0.008393285371702638,0.09780140489378408
88,F6XJP7,,3.1132791490849545,7.0,24.0,0.10619469026548672,0.008393285371702638,0.09780140489378408
89,Q8BVU5,,3.0786275333100295,7.0,24.0,0.10619469026548672,0.008393285371702638,0.09780140489378408
90,Q60715,,3.076117622401227,7.0,24.0,0.10619469026548672,0.008393285371702638,0.09780140489378408
91,Q06335,FP,3.064679946196544,7.0,24.0,0.10619469026548672,0.008393285371702638,0.09780140489378408
92,Q8C7X2,,3.0611132236556586,8.0,24.0,0.10619469026548672,0.009592326139088728,0.096602364126398
93,Q8BSY0,,3.0514808255164394,8.0,24.0,0.10619469026548672,0.009592326139088728,0.096602364126398
94,Q9WTZ2,,3.048419559373938,8.0,24.0,0.10619469026548672,0.009592326139088728,0.096602364126398
95,P97290,TP,3.0318800438605877,8.0,24.0,0.10619469026548672,0.009592326139088728,0.096602364126398
96,Q9Z247,,3.0289615667074985,8.0,25.0,0.11061946902654868,0.009592326139088728,0.10102714288745995
97,P29621,TP,3.0170004110297146,8.0,25.0,0.11061946902654868,0.009592326139088728,0.10102714288745995
98,Q9CQ45,TP,2.996279670632917,8.0,26.0,0.11504424778761062,0.009592326139088728,0.10545192164852189
99,Q8BFZ9,,2.9898381517513632,8.0,27.0,0.11946902654867257,0.009592326139088728,0.10987670040958385
100,P57759,,2.989029856190212,8.0,27.0,0.11946902654867257,0.009592326139088728,0.10987670040958385
101,Q8BLI4,,2.9857555418376323,8.0,27.0,0.11946902654867257,0.009592326139088728,0.10987670040958385
102,P27773,,2.9804679161132563,8.0,27.0,0.11946902654867257,0.009592326139088728,0.10987670040958385
103,Q6GQT9,,2.9756262575811965,8.0,27.0,0.11946902654867257,0.009592326139088728,0.10987670040958385
104,P15116,,2.9686822199034526,8.0,27.0,0.11946902654867257,0.009592326139088728,0.10987670040958385
105,Q8R242,,2.963278918145971,8.0,27.0,0.11946902654867257,0.009592326139088728,0.10987670040958385
106,Q3TMX5,,2.9481973461269533,8.0,27.0,0.11946902654867257,0.009592326139088728,0.10987670040958385
107,Q8VCT4,,2.941832619045872,8.0,27.0,0.11946902654867257,0.009592326139088728,0.10987670040958385
108,Q8BHT6,,2.938486295025782,8.0,27.0,0.11946902654867257,0.009592326139088728,0.10987670040958385
109,P08113,,2.9167457163924375,8.0,27.0,0.11946902654867257,0.009592326139088728,0.10987670040958385
110,P04925,,2.905500710082872,8.0,27.0,0.11946902654867257,0.009592326139088728,0.10987670040958385
111,Q8C341,,2.8966914202380942,8.0,27.0,0.11946902654867257,0.009592326139088728,0.10987670040958385
112,Q9QZ25,,2.888605766012942,8.0,27.0,0.11946902654867257,0.009592326139088728,0.10987670040958385
113,Q3UHK6,FP,2.881933556721003,8.0,27.0,0.11946902654867257,0.009592326139088728,0.10987670040958385
114,Q6P1H4,,2.8773607022523695,9.0,27.0,0.11946902654867257,0.01079136690647482,0.10867765964219775
115,Q9WV54,TP,2.875914749700978,9.0,27.0,0.11946902654867257,0.01079136690647482,0.10867765964219775
116,P16882,TP,2.8616103309255565,9.0,28.0,0.12389380530973451,0.01079136690647482,0.11310243840325969
117,P42932,FP,2.8603905662533258,9.0,29.0,0.12831858407079647,0.01079136690647482,0.11752721716432164
118,Q8CC36,TP,2.826749734415149,10.0,29.0,0.12831858407079647,0.011990407673860911,0.11632817639693556
119,P54818,,2.8198435144706626,10.0,30.0,0.13274336283185842,0.011990407673860911,0.12075295515799751
120,Q9D1D4,,2.810158485818564,10.0,30.0,0.13274336283185842,0.011990407673860911,0.12075295515799751
121,Q3TAS6,TP,2.808090330391706,10.0,30.0,0.13274336283185842,0.011990407673860911,0.12075295515799751
122,Q9D024,,2.803336239511961,10.0,31.0,0.13716814159292035,0.011990407673860911,0.12517773391905943
123,P23188,TP,2.80327763455612,10.0,31.0,0.13716814159292035,0.011990407673860911,0.12517773391905943
124,P23780,,2.7996080078543275,10.0,32.0,0.1415929203539823,0.011990407673860911,0.12960251268012138
125,Q9QY73,,2.791978034448474,10.0,32.0,0.1415929203539823,0.011990407673860911,0.12960251268012138
126,Q640P2,TP,2.789312455388575,10.0,32.0,0.1415929203539823,0.011990407673860911,0.12960251268012138
127,E9Q6C2,,2.77616932952149,10.0,33.0,0.14601769911504425,0.011990407673860911,0.13402729144118333
128,Q9DC23,,2.7695968954536054,10.0,33.0,0.14601769911504425,0.011990407673860911,0.13402729144118333
129,Q8VCF1,,2.7675144845429216,10.0,33.0,0.14601769911504425,0.011990407673860911,0.13402729144118333
130,Q8BHN3,,2.7658760771835835,10.0,33.0,0.14601769911504425,0.011990407673860911,0.13402729144118333
131,Q9Z2B5,,2.7605103785238465,10.0,33.0,0.14601769911504425,0.011990407673860911,0.13402729144118333
132,Q61739,,2.7550303965407656,10.0,33.0,0.14601769911504425,0.011990407673860911,0.13402729144118333
133,Q80UU9,FP,2.7413852773564362,10.0,33.0,0.14601769911504425,0.011990407673860911,0.13402729144118333
134,Q9R045,TP,2.7399508145409035,11.0,33.0,0.14601769911504425,0.013189448441247002,0.13282825067379725
135,Q61543,FP,2.7295054629226767,11.0,34.0,0.1504424778761062,0.013189448441247002,0.1372530294348592
136,P47750,,2.710233193865001,12.0,34.0,0.1504424778761062,0.014388489208633094,0.13605398866747312
137,Q3TMX7,,2.7088180623134877,12.0,34.0,0.1504424778761062,0.014388489208633094,0.13605398866747312
138,Q9CQW0,,2.708809731195603,12.0,34.0,0.1504424778761062,0.014388489208633094,0.13605398866747312
139,P11087,TP,2.705834091420897,12.0,34.0,0.1504424778761062,0.014388489208633094,0.13605398866747312
140,Q99LR1,,2.704293679960496,12.0,35.0,0.15486725663716813,0.014388489208633094,0.14047876742853505
141,Q62181,TP,2.7012896144337257,12.0,35.0,0.15486725663716813,0.014388489208633094,0.14047876742853505
142,Q99KF1,,2.6930431918832527,12.0,36.0,0.1592920353982301,0.014388489208633094,0.144903546189597
143,Q5XG73,,2.6920278798795163,12.0,36.0,0.1592920353982301,0.014388489208633094,0.144903546189597
144,E9QM38,,2.6869641970698313,12.0,36.0,0.1592920353982301,0.014388489208633094,0.144903546189597
145,P23506,,2.685127210156774,12.0,36.0,0.1592920353982301,0.014388489208633094,0.144903546189597
146,P06797,TP,2.681229178298265,12.0,36.0,0.1592920353982301,0.014388489208633094,0.144903546189597
147,P97467,,2.6724126099323993,12.0,37.0,0.16371681415929204,0.014388489208633094,0.14932832495065895
148,V9GX76,,2.665296616217406,12.0,37.0,0.16371681415929204,0.014388489208633094,0.14932832495065895
149,Q8VCM8,,2.6651748697539674,12.0,37.0,0.16371681415929204,0.014388489208633094,0.14932832495065895
150,Q8R1V4,,2.6645953220645864,12.0,37.0,0.16371681415929204,0.014388489208633094,0.14932832495065895
151,Q8CIF4,TP,2.6635953179794734,12.0,37.0,0.16371681415929204,0.014388489208633094,0.14932832495065895
152,Q91X78,,2.652382337064828,12.0,38.0,0.168141592920354,0.014388489208633094,0.1537531037117209
153,Q8VBZ3,,2.6518185090300705,12.0,38.0,0.168141592920354,0.014388489208633094,0.1537531037117209
154,Q9ER41,FP,2.650562588418523,12.0,38.0,0.168141592920354,0.014388489208633094,0.1537531037117209
155,Q8K5B2,,2.648817314121773,13.0,38.0,0.168141592920354,0.015587529976019185,0.15255406294433482
156,Q99KR8,TP,2.647450567465212,13.0,38.0,0.168141592920354,0.015587529976019185,0.15255406294433482
157,O89110,FP,2.645044953600409,13.0,39.0,0.17256637168141592,0.015587529976019185,0.15697884170539672
158,Q9QYK5,,2.6434717877882057,14.0,39.0,0.17256637168141592,0.016786570743405275,0.15577980093801064
159,Q8R0F3,,2.634941032628165,14.0,39.0,0.17256637168141592,0.016786570743405275,0.15577980093801064
160,P09103,,2.6290542085387822,14.0,39.0,0.17256637168141592,0.016786570743405275,0.15577980093801064
161,P02469,TP,2.625405527515118,14.0,39.0,0.17256637168141592,0.016786570743405275,0.15577980093801064
162,Q62190,,2.6219473940693487,14.0,40.0,0.17699115044247787,0.016786570743405275,0.1602045796990726
163,Q8K1F9,,2.6141994724461273,14.0,40.0,0.17699115044247787,0.016786570743405275,0.1602045796990726
164,Q80TN4,,2.60627884019453,14.0,40.0,0.17699115044247787,0.016786570743405275,0.1602045796990726
165,P59481,,2.6060237364402563,14.0,40.0,0.17699115044247787,0.016786570743405275,0.1602045796990726
166,Q8BGQ6,,2.6034615322645265,14.0,40.0,0.17699115044247787,0.016786570743405275,0.1602045796990726
167,Q8BP92,,2.596387695793865,14.0,40.0,0.17699115044247787,0.016786570743405275,0.1602045796990726
168,P14211,TP,2.571966304735738,14.0,40.0,0.17699115044247787,0.016786570743405275,0.1602045796990726
169,Q9CYD3,TP,2.5680064864897925,14.0,41.0,0.18141592920353983,0.016786570743405275,0.16462935846013454
170,Q99KI3,,2.5678522290895263,14.0,42.0,0.18584070796460178,0.016786570743405275,0.1690541372211965
171,P62342,,2.567156668987269,14.0,42.0,0.18584070796460178,0.016786570743405275,0.1690541372211965
172,Q8BJT9,,2.5669910999684284,14.0,42.0,0.18584070796460178,0.016786570743405275,0.1690541372211965
173,Q9R0E1,TP,2.559138870296126,14.0,42.0,0.18584070796460178,0.016786570743405275,0.1690541372211965
174,Q8CFX1,,2.551844239780623,14.0,43.0,0.1902654867256637,0.016786570743405275,0.17347891598225842
175,P70180,,2.542534856630107,14.0,43.0,0.1902654867256637,0.016786570743405275,0.17347891598225842
176,Q9ERR7,,2.5286168630341495,14.0,43.0,0.1902654867256637,0.016786570743405275,0.17347891598225842
177,P11152,TP,2.528139529181439,14.0,43.0,0.1902654867256637,0.016786570743405275,0.17347891598225842
178,P45878,,2.515360298188245,14.0,44.0,0.19469026548672566,0.016786570743405275,0.17790369474332038
179,Q8BYW9,,2.5097860242722767,14.0,44.0,0.19469026548672566,0.016786570743405275,0.17790369474332038
180,P24369,,2.505999874793388,14.0,44.0,0.19469026548672566,0.016786570743405275,0.17790369474332038
181,Q8K297,,2.4979149282029343,14.0,44.0,0.19469026548672566,0.016786570743405275,0.17790369474332038
182,Q8C7V8,TP,2.4937009773473418,14.0,44.0,0.19469026548672566,0.016786570743405275,0.17790369474332038
183,Q9CQF9,,2.478111326059686,14.0,45.0,0.19911504424778761,0.016786570743405275,0.18232847350438233
184,P08122,TP,2.4710162254943917,14.0,45.0,0.19911504424778761,0.016786570743405275,0.18232847350438233
185,Q91XL1,,2.470291522935184,14.0,46.0,0.20353982300884957,0.016786570743405275,0.1867532522654443
186,Q9Z2A9,,2.4663855108804267,14.0,46.0,0.20353982300884957,0.016786570743405275,0.1867532522654443
187,Q9WTS2,,2.461815823951211,14.0,46.0,0.20353982300884957,0.016786570743405275,0.1867532522654443
188,Q61805,TP,2.4556770202251363,14.0,46.0,0.20353982300884957,0.016786570743405275,0.1867532522654443
189,Q3UHH8,,2.452149301291862,14.0,47.0,0.2079646017699115,0.016786570743405275,0.1911780310265062
190,Q9Z0Z4,,2.4430369722043115,14.0,47.0,0.2079646017699115,0.016786570743405275,0.1911780310265062
191,P10639,TP,2.43488753243574,14.0,47.0,0.2079646017699115,0.016786570743405275,0.1911780310265062
192,O88531,TP,2.427395202227147,14.0,48.0,0.21238938053097345,0.016786570743405275,0.19560280978756817
193,Q9D7N9,,2.425360625894886,14.0,49.0,0.2168141592920354,0.016786570743405275,0.20002758854863012
194,Q91WU0,,2.4240976890705066,14.0,49.0,0.2168141592920354,0.016786570743405275,0.20002758854863012
195,Q9Z0M5,,2.415833438539241,14.0,49.0,0.2168141592920354,0.016786570743405275,0.20002758854863012
196,P49817,,2.394686170664922,14.0,49.0,0.2168141592920354,0.016786570743405275,0.20002758854863012
197,Q8BMK4,FP,2.3932147046698558,14.0,49.0,0.2168141592920354,0.016786570743405275,0.20002758854863012
198,Q9D1Q6,,2.3915002119870636,15.0,49.0,0.2168141592920354,0.017985611510791366,0.19882854778124404
199,Q8BGR2,,2.385549928349511,15.0,49.0,0.2168141592920354,0.017985611510791366,0.19882854778124404
200,O54782,TP,2.38431629004224,15.0,49.0,0.2168141592920354,0.017985611510791366,0.19882854778124404
201,P01901,,2.381991763456497,15.0,50.0,0.22123893805309736,0.017985611510791366,0.203253326542306
202,Q8R023,FP,2.3778598346663613,15.0,50.0,0.22123893805309736,0.017985611510791366,0.203253326542306
203,Q8R0X7,,2.3699512474075,16.0,50.0,0.22123893805309736,0.019184652278177457,0.2020542857749199
204,Q80UM7,,2.369416636088804,16.0,50.0,0.22123893805309736,0.019184652278177457,0.2020542857749199
205,P39061,TP,2.3650645986563443,16.0,50.0,0.22123893805309736,0.019184652278177457,0.2020542857749199
206,Q9JKR6,,2.3592209128044415,16.0,51.0,0.22566371681415928,0.019184652278177457,0.20647906453598183
207,P83093,,2.358333717940575,16.0,51.0,0.22566371681415928,0.019184652278177457,0.20647906453598183
208,Q8BIF0,,2.353869359994204,16.0,51.0,0.22566371681415928,0.019184652278177457,0.20647906453598183
209,Q6DVA0,FP,2.350294364590402,16.0,51.0,0.22566371681415928,0.019184652278177457,0.20647906453598183
210,Q6PB93,TP,2.3487312831743123,17.0,51.0,0.22566371681415928,0.02038369304556355,0.20528002376859572
211,Q60847,TP,2.346761356873862,17.0,52.0,0.23008849557522124,0.02038369304556355,0.20970480252965767
212,Q9CZX9,,2.3298372813623875,17.0,53.0,0.2345132743362832,0.02038369304556355,0.21412958129071963
213,P08003,,2.3280694048900497,17.0,53.0,0.2345132743362832,0.02038369304556355,0.21412958129071963
214,O08601,,2.32789893323707,17.0,53.0,0.2345132743362832,0.02038369304556355,0.21412958129071963
215,Q6PD26,,2.3209293005274203,17.0,53.0,0.2345132743362832,0.02038369304556355,0.21412958129071963
216,Q8BJD1,TP,2.3209031037479813,17.0,53.0,0.2345132743362832,0.02038369304556355,0.21412958129071963
217,Q99KV1,,2.3140702999747407,17.0,54.0,0.23893805309734514,0.02038369304556355,0.21855436005178158
218,Q149L6,FP,2.3111836894709876,17.0,54.0,0.23893805309734514,0.02038369304556355,0.21855436005178158
219,Q921X9,,2.307061991624594,18.0,54.0,0.23893805309734514,0.02158273381294964,0.2173553192843955
220,O08746,TP,2.304306446482047,18.0,54.0,0.23893805309734514,0.02158273381294964,0.2173553192843955
221,P39098,,2.302026043962813,18.0,55.0,0.24336283185840707,0.02158273381294964,0.22178009804545742
222,Q9CPT4,TP,2.30160038019357,18.0,55.0,0.24336283185840707,0.02158273381294964,0.22178009804545742
223,Q9EPR2,TP,2.294990985323717,18.0,56.0,0.24778761061946902,0.02158273381294964,0.22620487680651938
224,Q8BRK9,,2.293745503687099,18.0,57.0,0.252212389380531,0.02158273381294964,0.23062965556758133
225,Q8BU85,,2.292705412200345,18.0,57.0,0.252212389380531,0.02158273381294964,0.23062965556758133
226,Q61712,FP,2.290215545632036,18.0,57.0,0.252212389380531,0.02158273381294964,0.23062965556758133
227,Q69ZN6,,2.289677192156799,19.0,57.0,0.252212389380531,0.022781774580335732,0.22943061480019525
228,P97927,TP,2.288860339997953,19.0,57.0,0.252212389380531,0.022781774580335732,0.22943061480019525
229,B1ATG9,,2.2883707121299537,19.0,58.0,0.25663716814159293,0.022781774580335732,0.2338553935612572
230,Q80X71,,2.285485566915936,19.0,58.0,0.25663716814159293,0.022781774580335732,0.2338553935612572
231,P70428,,2.274377268158047,19.0,58.0,0.25663716814159293,0.022781774580335732,0.2338553935612572
232,P20029,,2.2703126580575557,19.0,58.0,0.25663716814159293,0.022781774580335732,0.2338553935612572
233,E9Q616,,2.2674703824304157,19.0,58.0,0.25663716814159293,0.022781774580335732,0.2338553935612572
234,Q8K2K6,FP,2.267007316549427,19.0,58.0,0.25663716814159293,0.022781774580335732,0.2338553935612572
235,Q8R2G4,,2.2628960682605777,20.0,58.0,0.25663716814159293,0.023980815347721823,0.23265635279387112
236,O55239,,2.2617552848553912,20.0,58.0,0.25663716814159293,0.023980815347721823,0.23265635279387112
237,Q80W54,FP,2.260905611738805,20.0,58.0,0.25663716814159293,0.023980815347721823,0.23265635279387112
238,Q9CQY5,,2.249164543487389,21.0,58.0,0.25663716814159293,0.025179856115107913,0.231457312026485
239,Q9ER39,FP,2.244712124659704,21.0,58.0,0.25663716814159293,0.025179856115107913,0.231457312026485
240,Q8BXA1,,2.2431099989125514,22.0,58.0,0.25663716814159293,0.026378896882494004,0.23025827125909892
