,uniprot,annotation,iWAT_chow_cre+_3/iWAT_chow_cre-_2_ratio,FP,TP,TPR,FPR,TPR-FPR
0,Q4FZC9,FP,3.3174487052643062,0.0,0.0,0.0,0.0,0.0
1,P09671,,3.130577443726087,1.0,0.0,0.0,0.0013089005235602095,-0.0013089005235602095
2,Q61792,FP,3.1130697856609038,1.0,0.0,0.0,0.0013089005235602095,-0.0013089005235602095
3,Q8VBZ3,,3.0449829559555637,2.0,0.0,0.0,0.002617801047120419,-0.002617801047120419
4,Q02248,FP,2.9374205041105284,2.0,0.0,0.0,0.002617801047120419,-0.002617801047120419
5,Q8BYB9,,2.85176533215824,3.0,0.0,0.0,0.003926701570680628,-0.003926701570680628
6,P08553,FP,2.841102905371525,3.0,0.0,0.0,0.003926701570680628,-0.003926701570680628
7,P26231,FP,2.829652865348349,4.0,0.0,0.0,0.005235602094240838,-0.005235602094240838
8,E9QPE7,,2.6292432423010825,5.0,0.0,0.0,0.006544502617801047,-0.006544502617801047
9,Q8BFR4,,2.6009864139916443,5.0,0.0,0.0,0.006544502617801047,-0.006544502617801047
10,D3Z2R5,,2.59881948740979,5.0,0.0,0.0,0.006544502617801047,-0.006544502617801047
11,Q3UHC7,,2.5469914815491825,5.0,0.0,0.0,0.006544502617801047,-0.006544502617801047
12,P08551,FP,2.4764561034626063,5.0,0.0,0.0,0.006544502617801047,-0.006544502617801047
13,E9Q4X2,,2.2815119846113414,6.0,0.0,0.0,0.007853403141361256,-0.007853403141361256
14,P19246,FP,2.279519913774918,6.0,0.0,0.0,0.007853403141361256,-0.007853403141361256
15,Q80X71,,2.2482731968679306,7.0,0.0,0.0,0.009162303664921465,-0.009162303664921465
16,Q8BSY0,,2.228733973410174,7.0,0.0,0.0,0.009162303664921465,-0.009162303664921465
17,Q8CFG0,,2.2169147417791777,7.0,0.0,0.0,0.009162303664921465,-0.009162303664921465
18,Q9QZQ1,FP,2.2040760434356237,7.0,0.0,0.0,0.009162303664921465,-0.009162303664921465
19,F8VPV0,,2.1627616164241354,8.0,0.0,0.0,0.010471204188481676,-0.010471204188481676
20,Q7TQ62,TP,2.146491128140487,8.0,0.0,0.0,0.010471204188481676,-0.010471204188481676
21,P39447,,2.1169318800174675,8.0,1.0,0.004807692307692308,0.010471204188481676,-0.005663511880789368
22,P21981,TP,2.0761068523933504,8.0,1.0,0.004807692307692308,0.010471204188481676,-0.005663511880789368
23,Q9Z1E4,,2.0719561477193564,8.0,2.0,0.009615384615384616,0.010471204188481676,-0.0008558195730970601
24,Q8VCF1,,2.0542049326714977,8.0,2.0,0.009615384615384616,0.010471204188481676,-0.0008558195730970601
25,A1L3P4,,2.045338082117198,8.0,2.0,0.009615384615384616,0.010471204188481676,-0.0008558195730970601
26,Q9JMG3,FP,2.034662270222323,8.0,2.0,0.009615384615384616,0.010471204188481676,-0.0008558195730970601
27,P15208,,1.9952205929983606,9.0,2.0,0.009615384615384616,0.011780104712041885,-0.002164720096657269
28,Q8K297,,1.9866398762623951,9.0,2.0,0.009615384615384616,0.011780104712041885,-0.002164720096657269
29,P29416,,1.960629413132218,9.0,2.0,0.009615384615384616,0.011780104712041885,-0.002164720096657269
30,Q9CQE7,,1.9372579138411057,9.0,2.0,0.009615384615384616,0.011780104712041885,-0.002164720096657269
31,Q91WU0,,1.9345063035053196,9.0,2.0,0.009615384615384616,0.011780104712041885,-0.002164720096657269
32,P16406,,1.932399511871178,9.0,2.0,0.009615384615384616,0.011780104712041885,-0.002164720096657269
33,Q80XI3,,1.9047928142247874,9.0,2.0,0.009615384615384616,0.011780104712041885,-0.002164720096657269
34,O35206,TP,1.8996364130105154,9.0,2.0,0.009615384615384616,0.011780104712041885,-0.002164720096657269
35,Q5DTX6,,1.886510720379582,9.0,3.0,0.014423076923076924,0.011780104712041885,0.0026429722110350388
36,Q9Z0R4,FP,1.8705677538249115,9.0,3.0,0.014423076923076924,0.011780104712041885,0.0026429722110350388
37,A2A863,,1.869656131996903,10.0,3.0,0.014423076923076924,0.013089005235602094,0.0013340716874748297
38,Q921M4,FP,1.8602168788398534,10.0,3.0,0.014423076923076924,0.013089005235602094,0.0013340716874748297
39,Q8CGB3,FP,1.855135777389603,11.0,3.0,0.014423076923076924,0.014397905759162303,2.517116391462064e-05
40,Q9Z247,,1.8493118254546597,12.0,3.0,0.014423076923076924,0.015706806282722512,-0.0012837293596455884
41,O88531,TP,1.8452729015919207,12.0,3.0,0.014423076923076924,0.015706806282722512,-0.0012837293596455884
42,Q5FWH6,,1.838969892293376,12.0,4.0,0.019230769230769232,0.015706806282722512,0.0035239629480467195
43,Q9JHP7,,1.828367997759952,12.0,4.0,0.019230769230769232,0.015706806282722512,0.0035239629480467195
44,Q8VHI3,,1.824618760277491,12.0,4.0,0.019230769230769232,0.015706806282722512,0.0035239629480467195
45,Q9WV54,TP,1.8220742152797615,12.0,4.0,0.019230769230769232,0.015706806282722512,0.0035239629480467195
46,B1AYL1,,1.8109839737445537,12.0,5.0,0.02403846153846154,0.015706806282722512,0.008331655255739027
47,Q9CQ45,TP,1.8107971857163072,12.0,5.0,0.02403846153846154,0.015706806282722512,0.008331655255739027
48,Q80Z24,,1.805870079756876,12.0,6.0,0.028846153846153848,0.015706806282722512,0.013139347563431335
49,Q9QZ25,,1.795027149859908,12.0,6.0,0.028846153846153848,0.015706806282722512,0.013139347563431335
50,E9Q8I9,FP,1.7941317297582138,12.0,6.0,0.028846153846153848,0.015706806282722512,0.013139347563431335
51,Q9CXE7,,1.787964204012379,13.0,6.0,0.028846153846153848,0.017015706806282723,0.011830447039871125
52,Q9QZW0,,1.785053910613861,13.0,6.0,0.028846153846153848,0.017015706806282723,0.011830447039871125
53,P55302,,1.7827767078299284,13.0,6.0,0.028846153846153848,0.017015706806282723,0.011830447039871125
54,P19096,,1.7697013089341933,13.0,6.0,0.028846153846153848,0.017015706806282723,0.011830447039871125
55,Q8VCT4,,1.7657515132763637,13.0,6.0,0.028846153846153848,0.017015706806282723,0.011830447039871125
56,Q8BRH0,,1.7619327521247747,13.0,6.0,0.028846153846153848,0.017015706806282723,0.011830447039871125
57,Q8R1V4,,1.7581304614123652,13.0,6.0,0.028846153846153848,0.017015706806282723,0.011830447039871125
58,J3KMH5,,1.757467385360527,13.0,6.0,0.028846153846153848,0.017015706806282723,0.011830447039871125
59,Q3UW53,,1.7525540621325815,13.0,6.0,0.028846153846153848,0.017015706806282723,0.011830447039871125
60,E9PWI3,,1.7396655281407973,13.0,6.0,0.028846153846153848,0.017015706806282723,0.011830447039871125
61,P08003,,1.7242166139569102,13.0,6.0,0.028846153846153848,0.017015706806282723,0.011830447039871125
62,Q9DAU1,FP,1.7226793824746878,13.0,6.0,0.028846153846153848,0.017015706806282723,0.011830447039871125
63,P67984,,1.718740495662989,14.0,6.0,0.028846153846153848,0.01832460732984293,0.010521546516310917
64,P03953,TP,1.7143937757632335,14.0,6.0,0.028846153846153848,0.01832460732984293,0.010521546516310917
65,Q8CFX1,,1.7115710010042968,14.0,7.0,0.03365384615384615,0.01832460732984293,0.015329238824003222
66,A2AQ25,,1.7071310777155149,14.0,7.0,0.03365384615384615,0.01832460732984293,0.015329238824003222
67,E9Q6C2,,1.7067973803639518,14.0,7.0,0.03365384615384615,0.01832460732984293,0.015329238824003222
68,Q91ZX7,FP,1.7042952185464073,14.0,7.0,0.03365384615384615,0.01832460732984293,0.015329238824003222
69,Q62261,FP,1.7023489126513285,15.0,7.0,0.03365384615384615,0.01963350785340314,0.014020338300443011
70,Q91ZW2,,1.6956432681169273,16.0,7.0,0.03365384615384615,0.020942408376963352,0.0127114377768828
71,Q07113,,1.6894999247233966,16.0,7.0,0.03365384615384615,0.020942408376963352,0.0127114377768828
72,Q8BJS4,FP,1.682043861522629,16.0,7.0,0.03365384615384615,0.020942408376963352,0.0127114377768828
73,Q8CIZ8,TP,1.672036018981911,17.0,7.0,0.03365384615384615,0.02225130890052356,0.011402537253322593
74,G3X9B1,,1.6682908822150437,17.0,8.0,0.038461538461538464,0.02225130890052356,0.016210229561014904
75,Q5RIM6,FP,1.664840045813442,17.0,8.0,0.038461538461538464,0.02225130890052356,0.016210229561014904
76,Q9Z0F8,TP,1.663913005087325,18.0,8.0,0.038461538461538464,0.02356020942408377,0.014901329037454693
77,A2AIX1,,1.6574312735340302,18.0,9.0,0.04326923076923077,0.02356020942408377,0.019709021345146998
78,Q9ER39,FP,1.650799879792982,18.0,9.0,0.04326923076923077,0.02356020942408377,0.019709021345146998
79,Q9R045,TP,1.6324375449041817,19.0,9.0,0.04326923076923077,0.024869109947643978,0.01840012082158679
80,Q4VBD2,FP,1.6260461627326983,19.0,10.0,0.04807692307692308,0.024869109947643978,0.023207813129279102
81,Q91V92,,1.624659627739226,20.0,10.0,0.04807692307692308,0.02617801047120419,0.02189891260571889
82,Q91W39,FP,1.6028722562570454,20.0,10.0,0.04807692307692308,0.02617801047120419,0.02189891260571889
83,Q6GQT9,,1.5921903898262633,21.0,10.0,0.04807692307692308,0.0274869109947644,0.02059001208215868
84,Q8VDD5,FP,1.5886016587261338,21.0,10.0,0.04807692307692308,0.0274869109947644,0.02059001208215868
85,Q60875,FP,1.5883876116167819,22.0,10.0,0.04807692307692308,0.028795811518324606,0.019281111558598473
86,Q68FF6,FP,1.5856593302924105,23.0,10.0,0.04807692307692308,0.030104712041884817,0.017972211035038262
87,Q6A065,FP,1.5710501585816856,24.0,10.0,0.04807692307692308,0.031413612565445025,0.016663310511478055
88,Q8K093,,1.5692726044549605,25.0,10.0,0.04807692307692308,0.032722513089005235,0.015354409987917844
89,Q5SUH6,,1.5583868864033725,25.0,10.0,0.04807692307692308,0.032722513089005235,0.015354409987917844
90,P21447,,1.554415762378455,25.0,10.0,0.04807692307692308,0.032722513089005235,0.015354409987917844
91,Q8BFZ9,,1.5503646580216028,25.0,10.0,0.04807692307692308,0.032722513089005235,0.015354409987917844
92,P02469,TP,1.5418260909306385,25.0,10.0,0.04807692307692308,0.032722513089005235,0.015354409987917844
93,Q2HXL6,,1.5399548289273748,25.0,11.0,0.052884615384615384,0.032722513089005235,0.02016210229561015
94,Q9Z2A9,,1.536621430554488,25.0,11.0,0.052884615384615384,0.032722513089005235,0.02016210229561015
95,D3YZP9,FP,1.5327331541628706,25.0,11.0,0.052884615384615384,0.032722513089005235,0.02016210229561015
96,Q8C650,FP,1.5224405791344444,26.0,11.0,0.052884615384615384,0.034031413612565446,0.018853201772049938
97,G3XA17,,1.5163388250025451,27.0,11.0,0.052884615384615384,0.03534031413612566,0.017544301248489727
98,Q9DBS1,FP,1.5154919921579744,27.0,11.0,0.052884615384615384,0.03534031413612566,0.017544301248489727
99,Q8VCM7,TP,1.5138650046827669,28.0,11.0,0.052884615384615384,0.03664921465968586,0.016235400724929523
100,Q8BX80,,1.5125704670223783,28.0,12.0,0.057692307692307696,0.03664921465968586,0.021043093032621835
101,O54991,,1.5082849655561292,28.0,12.0,0.057692307692307696,0.03664921465968586,0.021043093032621835
102,Q8BHN3,,1.5074042857271608,28.0,12.0,0.057692307692307696,0.03664921465968586,0.021043093032621835
103,P09055,,1.5038872840922857,28.0,12.0,0.057692307692307696,0.03664921465968586,0.021043093032621835
104,Q9ERE7,,1.503035824304219,28.0,12.0,0.057692307692307696,0.03664921465968586,0.021043093032621835
105,P59017,,1.5009308390331817,28.0,12.0,0.057692307692307696,0.03664921465968586,0.021043093032621835
106,Q9Z2A7,,1.4958338708178402,28.0,12.0,0.057692307692307696,0.03664921465968586,0.021043093032621835
107,Q91YW3,,1.4860974805848857,28.0,12.0,0.057692307692307696,0.03664921465968586,0.021043093032621835
108,Q8VCM8,,1.4839558783482314,28.0,12.0,0.057692307692307696,0.03664921465968586,0.021043093032621835
109,Q8BLY1,TP,1.4762266908016726,28.0,12.0,0.057692307692307696,0.03664921465968586,0.021043093032621835
110,Q3UHH8,,1.4688527003826934,28.0,13.0,0.0625,0.03664921465968586,0.02585078534031414
111,P62631,FP,1.462213446674257,28.0,13.0,0.0625,0.03664921465968586,0.02585078534031414
112,Q8CIF4,TP,1.4587749030106567,29.0,13.0,0.0625,0.03795811518324607,0.02454188481675393
113,Q68FH0,FP,1.4584095266059849,29.0,14.0,0.0673076923076923,0.03795811518324607,0.029349577124446233
114,Q60865,,1.4575224184954418,30.0,14.0,0.0673076923076923,0.03926701570680628,0.028040676600886022
115,P16675,,1.4532526861781367,30.0,14.0,0.0673076923076923,0.03926701570680628,0.028040676600886022
116,Q6PAR5,,1.4462577518600708,30.0,14.0,0.0673076923076923,0.03926701570680628,0.028040676600886022
117,Q14C51,,1.4457379527281733,30.0,14.0,0.0673076923076923,0.03926701570680628,0.028040676600886022
118,P04919,,1.4280903489521777,30.0,14.0,0.0673076923076923,0.03926701570680628,0.028040676600886022
119,Q99KX1,FP,1.4228809765227175,30.0,14.0,0.0673076923076923,0.03926701570680628,0.028040676600886022
120,O08601,,1.4216528465977651,31.0,14.0,0.0673076923076923,0.04057591623036649,0.02673177607732581
121,Q8C341,,1.419286817429355,31.0,14.0,0.0673076923076923,0.04057591623036649,0.02673177607732581
122,Q8VCC9,TP,1.4027431180578598,31.0,14.0,0.0673076923076923,0.04057591623036649,0.02673177607732581
123,Q8VI36,FP,1.40126634240581,31.0,15.0,0.07211538461538461,0.04057591623036649,0.031539468385018116
124,A0A1D5RMD1,,1.397221960635572,32.0,15.0,0.07211538461538461,0.041884816753926704,0.030230567861457905
125,P10810,TP,1.39642874407362,32.0,15.0,0.07211538461538461,0.041884816753926704,0.030230567861457905
126,Q91V89,,1.3900218670047775,32.0,16.0,0.07692307692307693,0.041884816753926704,0.03503826016915022
127,P57780,FP,1.3856610549620234,32.0,16.0,0.07692307692307693,0.041884816753926704,0.03503826016915022
128,Q69ZN7,FP,1.384119793026352,33.0,16.0,0.07692307692307693,0.04319371727748691,0.03372935964559002
129,Q8K4L3,FP,1.383194820154019,34.0,16.0,0.07692307692307693,0.04450261780104712,0.03242045912202981
130,E9PV24,TP,1.382510991891613,35.0,16.0,0.07692307692307693,0.04581151832460733,0.031111558598469598
131,P01029,TP,1.3794122424487847,35.0,17.0,0.08173076923076923,0.04581151832460733,0.0359192509061619
132,P82347,FP,1.3739564583689599,35.0,18.0,0.08653846153846154,0.04581151832460733,0.04072694321385421
133,Q62009,TP,1.3686135083304036,36.0,18.0,0.08653846153846154,0.04712041884816754,0.039418042690293996
134,Q9ES89,,1.3667649162231807,36.0,19.0,0.09134615384615384,0.04712041884816754,0.0442257349979863
135,Q61147,TP,1.3639568874439285,36.0,19.0,0.09134615384615384,0.04712041884816754,0.0442257349979863
136,Q9D1Q6,,1.3636742785905698,36.0,20.0,0.09615384615384616,0.04712041884816754,0.04903342730567862
137,Q61166,FP,1.3606787929935913,36.0,20.0,0.09615384615384616,0.04712041884816754,0.04903342730567862
138,Q8K4G5,FP,1.3591516108662973,37.0,20.0,0.09615384615384616,0.04842931937172775,0.04772452678211841
139,P50172,,1.355615348086442,38.0,20.0,0.09615384615384616,0.049738219895287955,0.046415626258558204
140,P39061,TP,1.3546954161561373,38.0,20.0,0.09615384615384616,0.049738219895287955,0.046415626258558204
141,Q8K0E8,TP,1.3522159111366872,38.0,21.0,0.10096153846153846,0.049738219895287955,0.05122331856625051
142,Q91XD7,,1.345549604507516,38.0,22.0,0.10576923076923077,0.049738219895287955,0.05603101087394281
143,Q05421,,1.3367175679265233,38.0,22.0,0.10576923076923077,0.049738219895287955,0.05603101087394281
144,G5E897,,1.3360991169103213,38.0,22.0,0.10576923076923077,0.049738219895287955,0.05603101087394281
145,P08113,,1.3275341615701282,38.0,22.0,0.10576923076923077,0.049738219895287955,0.05603101087394281
146,Q8BUR4,,1.3258151459649048,38.0,22.0,0.10576923076923077,0.049738219895287955,0.05603101087394281
147,P81122,,1.3250470607640354,38.0,22.0,0.10576923076923077,0.049738219895287955,0.05603101087394281
148,P21619,FP,1.3241054356011002,38.0,22.0,0.10576923076923077,0.049738219895287955,0.05603101087394281
149,Q9WUK2,,1.3239792537075183,39.0,22.0,0.10576923076923077,0.051047120418848166,0.0547221103503826
150,Q02819,TP,1.3235460033083,39.0,22.0,0.10576923076923077,0.051047120418848166,0.0547221103503826
151,P09103,,1.3211482471770146,39.0,23.0,0.11057692307692307,0.051047120418848166,0.05952980265807491
152,E9PYV1,,1.3195916223243085,39.0,23.0,0.11057692307692307,0.051047120418848166,0.05952980265807491
153,Q6ZWQ0,FP,1.3138468797548257,39.0,23.0,0.11057692307692307,0.051047120418848166,0.05952980265807491
154,Q9CQY5,,1.313552422147744,40.0,23.0,0.11057692307692307,0.05235602094240838,0.058220902134514696
155,P08121,TP,1.3113455674225771,40.0,23.0,0.11057692307692307,0.05235602094240838,0.058220902134514696
156,O08795,,1.310933810335722,40.0,24.0,0.11538461538461539,0.05235602094240838,0.06302859444220701
157,P62342,,1.3098462024443809,40.0,24.0,0.11538461538461539,0.05235602094240838,0.06302859444220701
158,Q8BYW9,,1.3084231140189937,40.0,24.0,0.11538461538461539,0.05235602094240838,0.06302859444220701
159,Q60598,FP,1.3055918184433764,40.0,24.0,0.11538461538461539,0.05235602094240838,0.06302859444220701
160,Q6DVA0,FP,1.3031760835615709,41.0,24.0,0.11538461538461539,0.05366492146596859,0.061719693918646804
161,Q9Z2G6,,1.3028436494835336,42.0,24.0,0.11538461538461539,0.0549738219895288,0.06041079339508659
162,Q9WUZ9,TP,1.3026424566159582,42.0,24.0,0.11538461538461539,0.0549738219895288,0.06041079339508659
163,Q80X90,FP,1.3025116755675399,42.0,25.0,0.1201923076923077,0.0549738219895288,0.0652184857027789
164,Q60605,,1.2995691223621988,43.0,25.0,0.1201923076923077,0.056282722513089,0.06390958517921869
165,Q9EPK6,,1.2980344702241746,43.0,25.0,0.1201923076923077,0.056282722513089,0.06390958517921869
166,G3X8T9,,1.2979009435403537,43.0,25.0,0.1201923076923077,0.056282722513089,0.06390958517921869
167,D3Z5J3,,1.2971041079095942,43.0,25.0,0.1201923076923077,0.056282722513089,0.06390958517921869
168,Q8BKC5,FP,1.296559292622645,43.0,25.0,0.1201923076923077,0.056282722513089,0.06390958517921869
169,Q3TMX5,,1.2944821548717342,44.0,25.0,0.1201923076923077,0.05759162303664921,0.06260068465565849
170,Q9JMH9,FP,1.2904608802699504,44.0,25.0,0.1201923076923077,0.05759162303664921,0.06260068465565849
171,Q3UVK0,FP,1.2888756246997297,45.0,25.0,0.1201923076923077,0.058900523560209424,0.06129178413209827
172,Q8BGD9,,1.2871795143039035,46.0,25.0,0.1201923076923077,0.060209424083769635,0.05998288360853806
173,Q9JLQ0,FP,1.2841000910726945,46.0,25.0,0.1201923076923077,0.060209424083769635,0.05998288360853806
174,Q8R332,FP,1.281123196673774,47.0,25.0,0.1201923076923077,0.061518324607329845,0.05867398308497785
175,Q3TDQ1,,1.2803175229759995,48.0,25.0,0.1201923076923077,0.06282722513089005,0.057365082561417646
176,Q9D666,FP,1.2769873704863286,48.0,25.0,0.1201923076923077,0.06282722513089005,0.057365082561417646
177,Q9CZU6,,1.2759083450264646,49.0,25.0,0.1201923076923077,0.06413612565445026,0.056056182037857435
178,Q6URW6,,1.2741526956277256,49.0,25.0,0.1201923076923077,0.06413612565445026,0.056056182037857435
179,Q80TN4,,1.269278474733211,49.0,25.0,0.1201923076923077,0.06413612565445026,0.056056182037857435
180,P98083,,1.2646270335433232,49.0,25.0,0.1201923076923077,0.06413612565445026,0.056056182037857435
181,P70699,,1.2528498748257786,49.0,25.0,0.1201923076923077,0.06413612565445026,0.056056182037857435
182,O09117,,1.2495208419612454,49.0,25.0,0.1201923076923077,0.06413612565445026,0.056056182037857435
183,Q05186,,1.2475893747017683,49.0,25.0,0.1201923076923077,0.06413612565445026,0.056056182037857435
184,Q6P5E4,,1.2366507298417275,49.0,25.0,0.1201923076923077,0.06413612565445026,0.056056182037857435
185,P82349,FP,1.2315717919917617,49.0,25.0,0.1201923076923077,0.06413612565445026,0.056056182037857435
186,O88572,,1.230440718499736,50.0,25.0,0.1201923076923077,0.06544502617801047,0.054747281514297225
187,Q922Q9,TP,1.2280866606808276,50.0,25.0,0.1201923076923077,0.06544502617801047,0.054747281514297225
188,Q61879,,1.2262541915852396,50.0,26.0,0.125,0.06544502617801047,0.05955497382198953
189,Q9JIM1,,1.2209868177491858,50.0,26.0,0.125,0.06544502617801047,0.05955497382198953
190,Q9Z1D1,FP,1.2200851118209473,50.0,26.0,0.125,0.06544502617801047,0.05955497382198953
191,Q8C3B8,,1.2194460585519742,51.0,26.0,0.125,0.06675392670157068,0.05824607329842932
192,O70228,,1.2186442710322964,51.0,26.0,0.125,0.06675392670157068,0.05824607329842932
193,P29341,FP,1.2183203024268534,51.0,26.0,0.125,0.06675392670157068,0.05824607329842932
194,Q3TVI8,FP,1.217257243375384,52.0,26.0,0.125,0.06806282722513089,0.05693717277486911
195,Q9JHU2,,1.2106880432359797,53.0,26.0,0.125,0.0693717277486911,0.0556282722513089
196,Q76LS9,,1.2106483899437577,53.0,26.0,0.125,0.0693717277486911,0.0556282722513089
197,E9PVB5,FP,1.208602339296734,53.0,26.0,0.125,0.0693717277486911,0.0556282722513089
198,Q01705,FP,1.2044654746063683,54.0,26.0,0.125,0.07068062827225131,0.054319371727748686
199,Q61335,,1.2022673327786726,55.0,26.0,0.125,0.07198952879581152,0.053010471204188475
200,Q99LJ6,TP,1.201647510763103,55.0,26.0,0.125,0.07198952879581152,0.053010471204188475
201,E9PZ16,,1.2004639525333134,55.0,27.0,0.12980769230769232,0.07198952879581152,0.057818163511880794
202,Q99L43,,1.1993601594151764,55.0,27.0,0.12980769230769232,0.07198952879581152,0.057818163511880794
203,G5E8A0,,1.1952261491226732,55.0,27.0,0.12980769230769232,0.07198952879581152,0.057818163511880794
204,F8VQJ3,,1.1914582052155045,55.0,27.0,0.12980769230769232,0.07198952879581152,0.057818163511880794
205,Q91YQ5,,1.1892144980518387,55.0,27.0,0.12980769230769232,0.07198952879581152,0.057818163511880794
206,Q9D7B7,,1.1869431132150075,55.0,27.0,0.12980769230769232,0.07198952879581152,0.057818163511880794
207,P48410,,1.1857848625910885,55.0,27.0,0.12980769230769232,0.07198952879581152,0.057818163511880794
208,E9PYH0,,1.1816962404773692,55.0,27.0,0.12980769230769232,0.07198952879581152,0.057818163511880794
209,P24369,,1.1813314454881298,55.0,27.0,0.12980769230769232,0.07198952879581152,0.057818163511880794
